symbol,macro,industry,basic
AURUS,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
AUSOMENT,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
AUSTENG,Capital Goods,Industrial Manufacturing,Industrial Products
AUSTERE,Information Technology,IT - Software,Computers - Software & Consulting
AUTOAXLES,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AUTOIND,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AUTOINT,Services,Transport Services,Logistics Solution Provider
AUTOPINS,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AUTOPRD,Automobile and Auto Components,Auto Components,Auto Components & Equipments
AVADHSUGAR,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
AVAILFC,Financial Services,Finance,Other Financial Services
AVALON,Capital Goods,Electrical Equipment,Other Electrical Equipment
AVANCE,Information Technology,IT - Software,Software Products
AVANTEL,Capital Goods,Aerospace & Defense,Aerospace & Defense
AVANTIFEED,Fast Moving Consumer Goods,Food Products,Animal Feed
AVAX,Textiles,Textiles & Apparels,Other Textile Products
AVEER,Fast Moving Consumer Goods,Food Products,Packaged Foods
AVG,Services,Transport Services,Logistics Solution Provider
AVIVA,Services,Commercial Services & Supplies,Trading & Distributors
AVL,Consumer Services,Retailing,Speciality Retail
AVONMERC,Services,Commercial Services & Supplies,Diversified Commercial Services
AVONMORE,Financial Services,Finance,Non Banking Financial Company (NBFC)
AVROIND,Consumer Durables,Consumer Durables,Plastic Products - Consumer
AVTNPL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
AWFIS,Services,Commercial Services & Supplies,Diversified Commercial Services
AWHCL,Utilities,Other Utilities,Waste Management
AWL,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
AXELPOLY,Capital Goods,Industrial Products,Plastic Products - Industrial
AXISBANK,Financial Services,Banks,Private Sector Bank
AXISCADES,Capital Goods,Aerospace & Defense,Aerospace & Defense
AXITA,Textiles,Textiles & Apparels,Other Textile Products
AXTEL,Capital Goods,Industrial Manufacturing,Industrial Products
AYE,Financial Services,Finance,Non Banking Financial Company (NBFC)
AYMSYNTEX,Textiles,Textiles & Apparels,Other Textile Products
AZAD,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
AZADIND,Capital Goods,Industrial Products,Iron & Steel Products
AZTEC,Information Technology,IT - Hardware,Computers Hardware & Equipments
B2BSOFT,Information Technology,IT - Software,Software Products
BABA,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
BACPHAR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BAFNAPH,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BAGFILMS,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
BAIDFIN,Financial Services,Finance,Non Banking Financial Company (NBFC)
BAIKAKAJI,Consumer Durables,Consumer Durables,Plastic Products - Consumer
BAJAJ-AUTO,Automobile and Auto Components,Automobiles,2/3 Wheelers
BAJAJCON,Fast Moving Consumer Goods,Personal Products,Personal Care
BAJAJELEC,Consumer Durables,Consumer Durables,Household Appliances
BAJAJFINSV,Financial Services,Finance,Holding Company
BAJAJHCARE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BAJAJHFL,Financial Services,Finance,Housing Finance Company
BAJAJHIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
BAJAJHLDNG,Financial Services,Finance,Holding Company
BAJAJINDEF,Capital Goods,Industrial Manufacturing,Industrial Products
BAJAJST,Capital Goods,Industrial Manufacturing,Industrial Products
BAJEL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BAJFINANCE,Financial Services,Finance,Non Banking Financial Company (NBFC)
BAJGLOB,Services,Commercial Services & Supplies,Trading & Distributors
BALAJEE,Capital Goods,Industrial Products,Packaging
BALAJITELE,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
BALAMINES,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BALGOPAL,Services,Commercial Services & Supplies,Trading & Distributors
BALKRISHNA,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
BALKRISIND,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
BALMLAWRIE,Diversified,Diversified,Diversified
BALPHARMA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BALRAMCHIN,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
BALTE,Services,Transport Services,Road Transport
BALUFORGE,Capital Goods,Industrial Products,Castings & Forgings
BAMBINO,Fast Moving Consumer Goods,Food Products,Packaged Foods
BAMPSL,Financial Services,Finance,Non Banking Financial Company (NBFC)
BANARBEADS,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
BANARISUG,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
BANASFN,Financial Services,Finance,Investment Company
BANCOINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BANDARAM,Healthcare,Healthcare Services,Healthcare Service Provider
BANDHANBNK,Financial Services,Banks,Private Sector Bank
BANG,Textiles,Textiles & Apparels,Garments & Apparels
BANKBARODA,Financial Services,Banks,Public Sector Bank
BANKBEES,Financial Services,Capital Markets,Mutual Fund Scheme - ETF
BANKINDIA,Financial Services,Banks,Public Sector Bank
BANSALWIRE,Capital Goods,Industrial Products,Iron & Steel Products
BANSTEA,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
BANSWRAS,Textiles,Textiles & Apparels,Other Textile Products
BAPACK,Capital Goods,Industrial Products,Packaging
BARODARY,Realty,Realty,"Residential, Commercial Projects"
BAROEXT,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
BASANTGL,Chemicals,Fertilizers & Agrochemicals,Fertilizers
BASF,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BASML,Textiles,Textiles & Apparels,Other Textile Products
BATAINDIA,Consumer Durables,Consumer Durables,Footwear
BATLIBOI,Capital Goods,Industrial Manufacturing,Industrial Products
BAYERCROP,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BAZELINTER,Financial Services,Finance,Non Banking Financial Company (NBFC)
BBL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BBOX,Information Technology,IT - Services,IT Enabled Services
BBTC,Fast Moving Consumer Goods,Food Products,Packaged Foods
BBTCL,Capital Goods,Industrial Products,Packaging
BCCFUBA,Information Technology,IT - Hardware,Computers Hardware & Equipments
BCCL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BCG,Information Technology,IT - Services,IT Enabled Services
BCLIND,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
BCONCEPTS,Consumer Services,Retailing,Speciality Retail
BCP,Capital Goods,Industrial Products,Cables - Electricals
BCPL,Construction,Construction,Civil Construction
BDH,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BDI,Capital Goods,Industrial Products,Plastic Products - Industrial
BDL,Capital Goods,Aerospace & Defense,Aerospace & Defense
BECTORFOOD,Fast Moving Consumer Goods,Food Products,Packaged Foods
BEDMUTHA,Capital Goods,Industrial Products,Iron & Steel Products
BEEKAY,Capital Goods,Industrial Products,Iron & Steel Products
BEEYU,Services,Commercial Services & Supplies,Trading & Distributors
BEEZAASAN,Chemicals,Chemicals & Petrochemicals,Explosives
BEFOUNDMOL,Services,Commercial Services & Supplies,Consulting Services
BEL,Capital Goods,Aerospace & Defense,Aerospace & Defense
BELDING,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
BELLACASA,Textiles,Textiles & Apparels,Garments & Apparels
BELRISE,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BEMHY,Capital Goods,Industrial Manufacturing,Industrial Products
BEML,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
BENARA,Capital Goods,Industrial Manufacturing,Industrial Products
BENARAS,Consumer Services,Leisure Services,Hotels & Resorts
BENCHMARK,Information Technology,IT - Services,IT Enabled Services
BENGALASM,Financial Services,Finance,Non Banking Financial Company (NBFC)
BENGALS,Capital Goods,Industrial Products,Iron & Steel Products
BENGALT,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
BENTCOM,Services,Commercial Services & Supplies,Diversified Commercial Services
BEPL,Chemicals,Chemicals & Petrochemicals,Petrochemicals
BERGEPAINT,Consumer Durables,Consumer Durables,Paints
BERLDRG,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BERVINL,Financial Services,Finance,Other Financial Services
BERYLSE,Financial Services,Finance,Non Banking Financial Company (NBFC)
BESTAGRO,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BESTEAST,Consumer Services,Leisure Services,Hotels & Resorts
BETXIND,Textiles,Textiles & Apparels,Other Textile Products
BFINVEST,Financial Services,Finance,Holding Company
BFLAFL,Financial Services,Finance,Non Banking Financial Company (NBFC)
BFUTILITIE,Services,Transport Infrastructure,"Road Assets–Toll, Annuity, Hybrid-Annuity"
BGDL,Information Technology,IT - Hardware,Computers Hardware & Equipments
BGIL,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
BGRENERGY,Construction,Construction,Civil Construction
BGWTATO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BHAGCHEM,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BHAGERIA,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
BHAGWOX,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
BHAGYANGR,Metals & Mining,Non - Ferrous Metals,Copper
BHANDARI,Textiles,Textiles & Apparels,Other Textile Products
BHANDERI,Realty,Realty,"Residential, Commercial Projects"
BHARAT,Financial Services,Finance,Other Financial Services
BHARATAGRI,Chemicals,Fertilizers & Agrochemicals,Fertilizers
BHARATCOAL,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
BHARATFORG,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BHARATGEAR,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BHARATRAS,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BHARATROHAN,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
BHARATSE,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BHARATWIRE,Capital Goods,Industrial Products,Iron & Steel Products
BHARTIARTL,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
BHARTIHEXA,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
BHASKAGR,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BHATIA,Consumer Services,Retailing,Speciality Retail
BHAVIK,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
BHEL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
BHILSPIN,Textiles,Textiles & Apparels,Other Textile Products
BHUDEVI,Realty,Realty,"Residential, Commercial Projects"
BI,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
BIBCL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BIGBLOC,Construction Materials,Cement & Cement Products,Cement & Cement Products
BIHSPONG,Metals & Mining,Ferrous Metals,Sponge Iron
BIKAJI,Fast Moving Consumer Goods,Food Products,Packaged Foods
BIL,Consumer Durables,Consumer Durables,Leather And Leather Products
BILLWIN,Diversified,Diversified,Diversified
BILVYAPAR,Financial Services,Finance,Holding Company
BIMETAL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BINDALEXPO,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
BIOCON,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BIOFILCHEM,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BIOGEN,Financial Services,Finance,Other Financial Services
BIRLACABLE,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
BIRLACORPN,Construction Materials,Cement & Cement Products,Cement & Cement Products
BIRLACOT,Textiles,Textiles & Apparels,Other Textile Products
BIRLAMONEY,Financial Services,Capital Markets,Stockbroking & Allied
BIRLANU,Construction Materials,Other Construction Materials,Other Construction Materials
BIRLAPREC,Capital Goods,Industrial Manufacturing,Industrial Products
BITS,Information Technology,IT - Software,Software Products
BIZOTIC,Textiles,Textiles & Apparels,Garments & Apparels
BKV,Fast Moving Consumer Goods,Food Products,Packaged Foods
BLACKBUCK,Services,Transport Services,Transport Related Services
BLACKROSE,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BLAL,Financial Services,Finance,Investment Company
BLBLIMITED,Financial Services,Finance,Investment Company
BLIL,Financial Services,Finance,Holding Company
BLISSGVS,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BLKASHYAP,Construction,Construction,Civil Construction
BLOIN,Capital Goods,Industrial Products,Iron & Steel Products
BLOOM,Capital Goods,Industrial Products,Plastic Products - Industrial
BLS,Consumer Services,Leisure Services,"Tour, Travel Related Services"
BLSE,Information Technology,IT - Services,IT Enabled Services
BLT,Services,Transport Services,Logistics Solution Provider
BLUECHIP,Financial Services,Finance,Investment Company
BLUECHIPT,Textiles,Textiles & Apparels,Other Textile Products
BLUECLOUDS,Information Technology,IT - Software,Software Products
BLUECOAST,Consumer Services,Leisure Services,Hotels & Resorts
BLUEDART,Services,Transport Services,Logistics Solution Provider
BLUEJET,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BLUESTARCO,Consumer Durables,Consumer Durables,Household Appliances
BLUESTONE,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
BLUSPRING,Services,Commercial Services & Supplies,Diversified Commercial Services
BMAL,Metals & Mining,Non - Ferrous Metals,Aluminium
BMBMUMG,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
BMW,Capital Goods,Industrial Products,Iron & Steel Products
BMWVENTLTD,Metals & Mining,Metals & Minerals Trading,Trading - Metals
BNAGROCHEM,Services,Commercial Services & Supplies,Trading & Distributors
BNALTD,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
BNRSEC,Financial Services,Finance,Other Financial Services
BNRUDY,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
BODALCHEM,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
BODHTREE,Information Technology,IT - Services,IT Enabled Services
BOMBCYC,Services,Commercial Services & Supplies,Trading & Distributors
BOMBWIR,Capital Goods,Industrial Products,Iron & Steel Products
BOMDYEING,Textiles,Textiles & Apparels,Other Textile Products
BOMOXY-B1,Financial Services,Finance,Non Banking Financial Company (NBFC)
BOMTALKIES,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
BONDADA,Telecommunication,Telecom - Services,Telecom - Infrastructure
BONLON,Metals & Mining,Metals & Minerals Trading,Trading - Metals
BORANA,Textiles,Textiles & Apparels,Other Textile Products
BOROLTD,Consumer Durables,Consumer Durables,Houseware
BORORENEW,Capital Goods,Industrial Products,Glass - Industrial
BOROSCI,Capital Goods,Industrial Products,Glass - Industrial
BOSCH-HCIL,Consumer Durables,Consumer Durables,Household Appliances
BOSCHLTD,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BOSTON,Healthcare,Healthcare Services,Healthcare Service Provider
BPAGRI,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
BPCL,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
